timestamp,low,high,open,close,volume,ret_1,range_1,ret_2,range_2,ret_3,range_3,ret_5,range_5,ret_10,range_10,ret_15,range_15,ret_30,range_30,ret_60,range_60,ema_5,dist_ema_5,ema_9,dist_ema_9,ema_13,dist_ema_13,ema_21,dist_ema_21,ema_34,dist_ema_34,ema_50,dist_ema_50,ema_100,dist_ema_100,ema_200,dist_ema_200,rsi_7,rsi_14,rsi_21,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,bb_width,bb_position,atr_14,atr_pct,vol_10,vol_30,vol_60,vol_ratio_5,vol_z_5,vol_ratio_10,vol_z_10,vol_ratio_20,vol_z_20,vol_ratio_50,vol_z_50,body_pct,upper_wick_pct,lower_wick_pct,vwap_60,dist_vwap,stoch_k,stoch_d,obv,obv_change_10,tod_sin,tod_cos,target_1m,future_ret_1m,target_5m,future_ret_5m,target_15m,future_ret_15m
2026-09-16 01:18:00+00:00,75706.01,75735.0,75717.17,75731.42,1.19324068,,0.00038280016405350964,,,,,,,,,,,,,,,75731.42,0.0,75731.42,0.0,75731.42,0.0,75731.42,0.0,75731.42,0.0,75731.42,0.0,75731.42,0.0,75731.42,0.0,,,,0.0,0.0,0.0,,,,,,28.99000000000524,0.00038280016405350964,,,,,,,,,,,,0.00018820037780070228,4.728121772118195e-05,0.00014739061166712243,,,,,0.0,,0.3338068592337709,0.9426414910921784,1,0.00016083152805013157,1,0.0012635442462323176,0,-0.0012986683730477067
2026-09-16 01:19:00+00:00,75735.99,75750.0,75736.91,75743.6,1.20497257,0.00016083152805013157,0.0001849661225502189,,0.0005807751413981542,,,,,,,,,,,,,75735.48000000001,0.00010721527083479288,75733.856,0.00012866108388842612,75733.16,0.00013785242818342702,75732.52727272727,0.0001462083423264815,75732.116,0.00015163976139276336,75731.89764705882,0.0001545234347053448,75731.66118811881,0.00015764624324732246,75731.54119402985,0.0001592309595186414,,,,0.9716239316185238,0.19432478632370476,0.777299145294819,,,,,,28.24642857143356,0.000372921653729603,,,,,,,,,,,,8.833209593581687e-05,8.450305141831346e-05,1.2147313641370551e-05,,,,,1.20497257,,0.33791671800332695,0.9411760152563706,1,0.00013743735444293748,1,0.0017480024714957576,0,-0.0014922712942083693
2026-09-16 01:20:00+00:00,75733.13,75754.03,75743.59,75754.01,1.83849793,0.00013743735444293748,0.00027589298573097554,0.00029829098675282495,0.00027589298573097554,,0.0006338938361151321,,,,,,,,,,,75741.65666666668,0.00016309827216587358,75737.88680000001,0.0002128815666928574,75736.13857142857,0.0002359696296712066,75734.48024793388,0.0002578713421175216,75733.36708571427,0.00027257357067411725,75732.76479815456,0.0002805285387645906,75732.10373884914,0.00028925990523642753,75731.76476423851,0.0002937371898137364,,,,2.552222465732484,0.6659043222054607,1.8863181435270233,,,,,,27.721683673473606,0.0003659434487160958,,,,,,,,,,,,0.0001375693969614888,2.640487466209951e-07,0.00013809749445453868,,,,,3.0434704999999997,,0.3420201433256687,0.9396926207859084,1,0.00046466187070515197,1,0.0017092164493999196,0,-0.0016668424549405314
2026-09-16 01:21:00+00:00,75754.01,75812.0,75754.01,75789.21,2.24184987,0.00046466187070515197,0.0007651484954125427,0.0006021630870463035,0.0010406494539261636,0.0007630914619058959,0.0010406494539261636,,,,,,,,,,,75757.50777777779,0.0004184697088400746,75748.15144000002,0.0005420404223661635,75743.72020408163,0.0006005751472968335,75739.45567993989,0.0006569141488206309,75736.55810938774,0.0006951978268701087,75734.97833548184,0.0007160715657426042,75733.23455590162,0.0007391133420699969,75732.3363586242,0.000750982263461264,,,,6.569475192271057,1.84661849621858,4.722856696052476,,,,,,29.883706268225865,0.00039430027398657224,,,,,,,,,,,,0.00046466187070508404,0.0003008421600387042,0.0,,,,,5.285320369999999,,0.34611705707749296,0.9381913359224842,1,6.386133329527865e-05,1,0.0004593002090931275,0,-0.003941062322723843
2026-09-16 01:22:00+00:00,75784.75,75828.91,75789.21,75794.05,5.42154731,6.386133329527865e-05,0.0005826314862446788,0.0005285528779268578,0.0009882042191967407,0.0006660628752792608,0.0012636875849753224,,0.0016214993129409067,,,,,,,,,75769.68851851854,0.0003215201481989727,75757.33115200001,0.00048469035856490983,75750.91017492712,0.0005694957984434534,75744.41879994534,0.0006552456384376626,75739.84336027986,0.0007156951653872756,75737.2948713453,0.0007493683099075721,75734.43882212139,0.000787107936702558,75732.95042470755,0.0008067766401520515,,,,10.028126471559517,3.4829200912867675,6.54520638027275,,,,,,30.90344153478141,0.00040772912299555717,,,,2.2779403119653607,1.7307951858935222,,,,,,,6.386133329528711e-05,0.00045995993361061,5.8847426962313006e-05,,,,,10.706867679999998,,0.3502073812594674,0.9366721892483977,1,0.00043618199581629824,1,0.00032495954497724355,0,-0.0034961847269014967
2026-09-16 01:23:00+00:00,75790.18,75829.56,75794.05,75827.11,3.88286547,0.00043618199581629824,0.0005193393233634336,0.0005000711842753081,0.0005909495957316278,0.0009649654189924917,0.0009963455022880723,0.0012635442462323176,0.0012717087595715175,,,,,,,,,75788.8290123457,0.0005051006613134845,75771.28692160001,0.0007367312958237449,75761.79586422326,0.0008620985687006755,75751.93618176848,0.0009923682749326534,75744.83002540673,0.0010862784240941448,75740.81703325332,0.001139319195735622,75736.27389495066,0.0011993738320865699,75733.8873359045,0.0012309240602166316,,,,15.26088030608662,5.838512134246738,9.422368171839882,,,,,,31.50890999658307,0.00041553621121236285,,,,1.3306841976064518,0.5628554582054222,,,,,,,0.00043618199581626355,3.2324437076486736e-05,5.1059416933253933e-05,,,,,14.589733149999999,,0.35429103799771583,0.9351352096860117,1,0.0006447562092237735,1,0.0005322634609179477,0,-0.003637617205772492
2026-09-16 01:24:00+00:00,75827.12,75878.66,75827.12,75876.0,2.27886845,0.0006447562092237735,0.0006792661711214105,0.0010812194360902971,0.0011661131319522706,0.0011451498175003572,0.0012376772629026766,0.0017480024714957576,0.0019179977858611265,,,,,,,,,75817.88600823047,0.0007664944886911496,75792.22953728001,0.0011052645268705419,75778.1107407628,0.0012917880675604732,75763.21471069862,0.0014886550119612707,75752.32545252635,0.0016326171735963069,75746.11832606692,0.0017146974234900636,75739.040748516,0.0018083045432113476,75735.30139226366,0.0018577678460351965,,,,23.08676003050641,9.288161713498672,13.79859831700774,,,,,,32.94041642539877,0.0004341348572064786,,,,0.7274394859694912,-0.5692644397416526,,,,,,,0.0006446242452569035,3.5079797307394675e-05,0.0,,,,,16.868601599999998,,0.35836794954530027,0.9335804264972017,1,9.8713690758645e-05,0,-0.0008488850229322331,0,-0.00508065791554646
2026-09-16 01:25:00+00:00,75876.0,75901.02,75876.0,75883.49,1.48441969,9.8713690758645e-05,0.0003297159896046436,0.0007435335462475656,0.0009738613761703465,0.0011800398580099625,0.001460660283284428,0.0017092164493999196,0.0019373120556264519,,,,,,,,,75839.75400548699,0.0005766895619130352,75810.48162982402,0.0009630379415406232,75793.16492065383,0.001191731199518209,75774.14882790783,0.0014429877970718596,75759.82056952485,0.0016323881121347306,75751.50545053488,0.0017423356629038267,75741.9011297335,0.0018693598675849632,75736.77590577348,0.001937157906075404,,,,29.552543176076142,13.341038006014168,16.211505170061976,,,,,,32.37467239501344,0.0004266365766125601,,,,0.48480184375155005,-0.9968961479019071,,,,,,,9.87136907586752e-05,0.00023103484632820437,0.0,,,,,18.353021289999997,,0.36243803828370164,0.9320078692827986,0,-0.0007837014349234561,0,-0.0013327009603802953,0,-0.0046310468851656905
2026-09-16 01:26:00+00:00,75824.02,75894.58,75883.49,75824.02,0.49116377,-0.0007837014349234561,0.0009305758254442018,-0.0006850651062259017,0.001015509333322079,-4.075059698305239e-05,0.001015509333322079,0.0004593002090931275,0.0015334190933163933,,,,,,,,,75834.50933699134,-0.00013831878234649153,75813.18930385922,0.00014286031547050548,75797.57278913185,0.00034891896791644506,75778.6825708253,0.0005982873762990781,75763.48910840914,0.0007989454063321855,75754.34915835704,0.0009196942804869934,75743.5272459764,0.001062701420838419,75737.64400621355,0.0011404631728360037,65.9463482550423,78.06555926091616,83.50871211534385,29.53750098896853,16.58033060260504,12.95717038636349,,,,,,35.10219579536946,0.00046294295389995755,,,,0.18112274929708733,-1.133966360579537,,,,,,,-0.0007837014349234749,0.00014614509691102118,0.0,,,,,17.861857519999997,,0.36650122672429725,0.9304175679820246,0,-7.042623168762585e-05,0,-0.0009341367023273373,0,-0.003419364998057395
2026-09-16 01:27:00+00:00,75818.05,75834.63,75822.78,75818.68,0.2547227,-7.042623168762585e-05,0.00021867961826823874,-0.0008540724734723559,0.0010093818568194387,-0.0007554430913596644,0.0010943213466655074,0.00032495954497724355,0.0014619088593999668,,0.0025720574401982377,,,,,,,75829.23289132756,-0.00013916653149703695,75814.28744308738,5.7938378909216937e-05,75800.58810497016,0.00023867750214257022,75782.31870075027,0.0004798124400666737,75766.6428736429,0.0006868078666739663,75756.8719364607,0.0008158740185462143,75745.01541932339,0.0009725337075818796,75738.45033450994,0.0010592990104194566,63.67480292429434,76.44412742697648,82.23016031619038,28.763123195778462,19.01688912123973,9.746234074538734,,,,,,33.779181809986056,0.0004455258494342827,,,,0.15176446821736345,-0.9656684623193503,0.12552771371309762,-1.1278828419488347,,,,,-5.40734591900458e-05,0.0001562854857076702,8.308848607108638e-06,,,,,17.60713482,,0.3705574375098362,0.9288095528719242,1,0.0006435089611163125,0,-0.0007139401530069645,0,-0.0032242713800871847
